30,Croatia,,,,,,,,,,,,,,,,,,,,3805000000,5770000000,4341000000,4345000000,4930000000,5265000000,7228000000,5287000000,5458000000,6590000000,5874000000,6547000000,5365000000,4876000000,6958000000,6333000000,6000000000,4236000000
31,Cuba,110000000,74000000,62000000,90000000,62000000,54000000,73000000,83000000,104000000,97000000,60000000,42000000,62000000,70000000,54000000,59000000,44000000,73000000,82000000,114000000,131000000,101000000,103000000,61000000,93000000,119000000,163000000,121000000,129000000,111000000,94000000,133000000,160000000,109000000,85000000,109000000,121000000
32,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Czech Republic,1208000000,1264000000,1081000000,1819000000,1814000000,1446000000,1967000000,1830000000,2293000000,2399000000,2061000000,1670000000,1655000000,1298000000,1671000000,1876000000,2465000000,2099000000,1643000000,1161000000,1089000000,1402000000,1369000000,1460000000,2002000000,1969000000,1699000000,1396000000,1681000000,1758000000,2054000000,2492000000,1383000000,2019000000,2380000000,2550000000,2089000000
34,Denmark,24000000,24000000,24000000,24000000,24000000,24000000,22000000,23000000,25000000,30000000,33000000,31000000,34000000,30000000,30000000,29000000,29000000,33000000,23000000,28000000,25000000,28000000,28000000,33000000,30000000,19000000,19000000,27000000,31000000,30000000,28000000,32000000,21000000,27000000,23000000,23000000,28000000
35,Dominican Republic,536000000,576000000,530000000,502000000,427000000,781000000,456000000,744000000,828000000,558000000,1367000000,838000000,940000000,1153000000,1144000000,1386000000,1535000000,1650000000,474000000,349000000,507000000,533000000,1129000000,533000000,604000000,863000000,665000000,733000000,1099000000,762000000,557000000,878000000,1200000000,1582000000,1896000000,1408000000,1401000000
36,Ecuador,440000000,445000000,435000000,500000000,628000000,605000000,558000000,791000000,709000000,872000000,779000000,895000000,1721000000,3233000000,3279000000,4012000000,4570000000,4826000000,4954000000,4987000000,5075000000,4974000000,5810000000,6565000000,5161000000,6344000000,6534000000,6506000000,7177000000,7609000000,7071000000,7525000000,7181000000,7412000000,6883000000,7130000000,9037000000
37,Egypt,5041000000,5159000000,5156000000,6122000000,6790000000,8003000000,9037000000,9320000000,9510000000,9801000000,10215000000,10474000000,9817000000,9633000000,8663000000,9281000000,8658000000,9000000000,9974000000,9932000000,9900000000,9700000000,10485000000,10971000000,11413000000,11555000000,11987000000,12222000000,14659000000,13697000000,15130000000,12859000000,13019000000,12644000000,12644000000,12925000000,15510000000
38,El Salvador,522000000,442000000,492000000,562000000,286000000,196000000,411000000,666000000,1031000000,946000000,546000000,452000000,803000000,869000000,1171000000,1231000000,1134000000,1302000000,1425000000,1647000000,1268000000,1416000000,1518000000,1447000000,1471000000,1882000000,1429000000,1566000000,1767000000,1175000000,1164000000,1139000000,1466000000,1388000000,1669000000,1962000000,1739000000
39,Eritrea,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Estonia,,,,,,,,,,,,,,,,,,,,0,0,1000000,1000000,3000000,2000000,2000000,3000000,4000000,4000000,5000000,7000000,6000000,13000000,22000000,22000000,13000000,21000000
